REF_DATE,Institution,Rank,total_teaching_staff,teaching_staff_excluded,average_salary,median_salary,tenth_percentile_salaries,nintyth_percentile_salaries
2018/2019,Brock University,Associate professor,267,-Inf,151475,146900,124300,188925
2018/2019,Brock University,Associate professor - With senior administrative duties,27,-Inf,150400,146375,132400,181725
2018/2019,Brock University,Associate professor - Without senior administrative duties,240,-Inf,151600,146900,123550,190700
2018/2019,Brock University,Females,258,-Inf,146500,146500,102950,188075
2018/2019,Brock University,Full professor,195,9,176775,176375,146900,206550
2018/2019,Brock University,Full professor - With senior administrative duties,33,9,176575,173875,154925,201350
2018/2019,Brock University,Full professor - Without senior administrative duties,162,-Inf,176825,176400,145400,207500
2018/2019,Brock University,Males,318,-Inf,157650,154750,103975,206375
2018/2019,Brock University,Rank or level below assistant professor,18,-Inf,114525,111050,85525,147050
2018/2019,Cape Breton University,All ranks combined (including deans),147,-Inf,107450,105525,82925,137750
2018/2019,Cape Breton University,Assistant professor,30,-Inf,93975,95825,82600,104950
2018/2019,Cape Breton University,Associate professor,66,-Inf,112075,113150,97650,123925
2018/2019,Cape Breton University,Associate professor - With senior administrative duties,12,-Inf,120425,121675,107575,130925
2018/2019,Cape Breton University,Associate professor - Without senior administrative duties,51,-Inf,110150,111725,96375,121975
2018/2019,Cape Breton University,Females,69,-Inf,101775,96750,76650,122725
2018/2019,Cape Breton University,Full professor,21,-Inf,135450,137750,120000,151375
2018/2019,Cape Breton University,Full professor - With senior administrative duties,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Cape Breton University,Full professor - Without senior administrative duties,21,-Inf,135450,137750,120000,151375
2018/2019,Cape Breton University,Males,75,-Inf,112675,114300,87525,141650
2018/2019,Cape Breton University,Other (not elsewhere classified),6,-Inf,81000,-Inf,-Inf,-Inf
2018/2019,Cape Breton University,Rank or level below assistant professor,24,-Inf,86800,89350,71125,94125
2018/2019,Capilano University,All ranks combined (including deans),147,6,93225,93500,93500,93500
2018/2019,Capilano University,Females,81,6,93425,93500,93500,93500
2018/2019,Capilano University,Males,69,-Inf,92975,93500,93500,93500
2018/2019,Capilano University,Rank or level below assistant professor,147,6,93225,93500,93500,93500
2018/2019,Carleton University,All ranks combined (including deans),930,9,141475,142275,101275,179700
2018/2019,Carleton University,Assistant professor,144,-Inf,115275,115800,93350,136275
2018/2019,Carleton University,Associate professor,375,6,144325,143050,118650,171950
2018/2019,Carleton University,Associate professor - With senior administrative duties,33,-Inf,150900,152250,126775,182425
2018/2019,Carleton University,Associate professor - Without senior administrative duties,342,3,143725,142075,118150,171125
2018/2019,Carleton University,Females,351,-Inf,131725,131425,93600,168000
2018/2019,Carleton University,Full professor,267,12,165900,166325,144625,182200
2018/2019,Carleton University,Full professor - With senior administrative duties,33,9,165475,168050,144650,185375
2018/2019,Carleton University,Full professor - Without senior administrative duties,231,-Inf,165950,166250,144575,182200
2018/2019,Carleton University,Males,582,6,147350,149550,109100,182200
2018/2019,Carleton University,Rank or level below assistant professor,132,-Inf,108525,107550,79000,138525
2018/2019,Concordia University,All ranks combined (including deans),1014,42,120575,121400,69950,158625
2018/2019,Concordia University,Assistant professor,159,-Inf,94500,94250,64850,125625
2018/2019,Concordia University,Associate professor,366,-Inf,118475,116850,99950,141100
2018/2019,Concordia University,Associate professor - With senior administrative duties,30,-Inf,136225,127275,110325,171975
2018/2019,Concordia University,Associate professor - Without senior administrative duties,336,-Inf,116900,116800,98650,139925
2018/2019,Concordia University,Females,387,24,112900,112525,64850,152600
2018/2019,Concordia University,Full professor,369,12,146650,146650,121625,167525
2018/2019,Concordia University,Full professor - With senior administrative duties,45,6,156000,155750,135450,182425
2018/2019,Concordia University,Full professor - Without senior administrative duties,321,6,145375,146275,121625,167350
2018/2019,Concordia University,Males,627,18,125325,126100,83000,161075
2018/2019,Concordia University,Rank or level below assistant professor,117,30,75400,65975,59125,110425
2018/2019,Concordia University,Visiting Staff,-Inf,30,-Inf,-Inf,-Inf,-Inf
2018/2019,Dalhousie University - Excluding medical and dental,All ranks combined (including deans),672,9,144125,140825,105000,191350
2018/2019,Dalhousie University - Excluding medical and dental,Assistant professor,156,-Inf,109900,110225,87250,124675
2018/2019,Dalhousie University - Excluding medical and dental,Associate professor,213,9,135400,133700,112550,158325
2018/2019,Dalhousie University - Excluding medical and dental,Associate professor - With senior administrative duties,33,-Inf,146650,144375,120100,180175
2018/2019,Dalhousie University - Excluding medical and dental,Associate professor - Without senior administrative duties,177,9,133175,132425,111400,157175
2018/2019,Dalhousie University - Excluding medical and dental,Females,276,6,138750,135275,103075,175975
2018/2019,Dalhousie University - Excluding medical and dental,Full professor,273,12,169625,166475,139925,203650
2018/2019,Dalhousie University - Excluding medical and dental,Full professor - With senior administrative duties,48,9,176675,170550,148950,212550
2018/2019,Dalhousie University - Excluding medical and dental,Full professor - Without senior administrative duties,225,-Inf,168075,164300,139050,200775
2018/2019,Dalhousie University - Excluding medical and dental,Males,399,-Inf,147825,145050,106200,195675
2018/2019,Dalhousie University - Excluding medical and dental,Rank or level below assistant professor,15,-Inf,101300,109050,69275,119025
2018/2019,Dalhousie University - Including medical and dental,All ranks combined (including deans),972,12,140300,139900,91625,191350
2018/2019,Dalhousie University - Including medical and dental,Assistant professor,237,-Inf,106350,106825,75000,136150
2018/2019,Dalhousie University - Including medical and dental,Associate professor,297,9,130050,131775,104150,157925
2018/2019,Dalhousie University - Including medical and dental,Associate professor - With senior administrative duties,45,-Inf,144475,146525,115950,186600
2018/2019,Dalhousie University - Including medical and dental,Associate professor - Without senior administrative duties,252,9,127475,130250,96875,155450
2018/2019,Dalhousie University - Including medical and dental,Females,399,9,133625,132950,82325,180875
2018/2019,Dalhousie University - Including medical and dental,Full professor,411,15,165450,163750,133450,206250
2018/2019,Dalhousie University - Including medical and dental,Full professor - With senior administrative duties,78,12,179575,176800,148275,216275
2018/2019,Dalhousie University - Including medical and dental,Full professor - Without senior administrative duties,333,-Inf,162150,160250,132400,201775
2018/2019,Dalhousie University - Including medical and dental,Males,570,3,144975,145125,95875,197150
2018/2019,Dalhousie University - Including medical and dental,Rank or level below assistant professor,15,-Inf,101300,109050,69275,119025
2018/2019,École des hautes études commerciales,All ranks combined (including deans),291,6,128650,124700,98200,164650
2018/2019,École des hautes études commerciales,Assistant professor,42,-Inf,103750,104100,98075,107225
2018/2019,École des hautes études commerciales,Associate professor,99,-Inf,125200,125625,111525,131375
2018/2019,École des hautes études commerciales,Associate professor - With senior administrative duties,6,-Inf,148150,-Inf,-Inf,-Inf
2018/2019,École des hautes études commerciales,Associate professor - Without senior administrative duties,93,-Inf,123450,123775,111525,131375
2018/2019,École des hautes études commerciales,Females,99,6,122725,118375,96625,164650
2018/2019,École des hautes études commerciales,Full professor,96,-Inf,160500,164650,140625,186075
2018/2019,École des hautes études commerciales,Full professor - With senior administrative duties,15,-Inf,192350,194875,167200,216925
2018/2019,École des hautes études commerciales,Full professor - Without senior administrative duties,81,-Inf,155500,159825,137725,164650
2018/2019,École des hautes études commerciales,Males,192,3,131675,131375,98200,164650
2018/2019,École des hautes études commerciales,Rank or level below assistant professor,54,-Inf,98625,98200,85375,107825
2018/2019,Grant MacEwan University,All ranks combined (including deans),423,9,104775,108100,75275,124050
2018/2019,Grant MacEwan University,Assistant professor,222,-Inf,103275,108100,80150,121250
2018/2019,Grant MacEwan University,Associate professor,111,-Inf,118950,119875,108100,130550
2018/2019,Grant MacEwan University,Associate professor - With senior administrative duties,18,-Inf,129575,130550,114600,142900
2018/2019,Grant MacEwan University,Associate professor - Without senior administrative duties,90,-Inf,116850,115800,108100,124050
2018/2019,Grant MacEwan University,Females,243,9,99050,97500,73125,123500
2018/2019,Grant MacEwan University,Full professor,12,-Inf,128300,124050,117025,149225
2018/2019,Grant MacEwan University,Full professor - With senior administrative duties,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Grant MacEwan University,Full professor - Without senior administrative duties,9,-Inf,125650,124050,116225,149650
2018/2019,Grant MacEwan University,Males,180,-Inf,112350,113500,84975,124050
2018/2019,Grant MacEwan University,Other (not elsewhere classified),-Inf,6,-Inf,-Inf,-Inf,-Inf
2018/2019,Grant MacEwan University,Rank or level below assistant professor,72,6,77350,78350,66625,83925
2018/2019,King's College,All ranks combined (including deans),102,-Inf,129675,125825,99950,164400
2018/2019,King's College,Assistant professor,24,-Inf,109125,106900,93350,128900
2018/2019,King's College,Associate professor,63,-Inf,135100,133525,112950,162300
2018/2019,King's College,Associate professor - With senior administrative duties,18,-Inf,139200,135825,115525,168075
2018/2019,King's College,Associate professor - Without senior administrative duties,45,-Inf,133650,133525,108325,162850
2018/2019,King's College,Females,51,-Inf,124050,123250,98000,152575
2018/2019,King's College,Full professor,9,-Inf,166300,166425,127225,195325
2018/2019,King's College,Full professor - With senior administrative duties,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,King's College,Full professor - Without senior administrative duties,6,-Inf,166275,-Inf,-Inf,-Inf
2018/2019,King's College,Males,51,-Inf,135400,132325,99700,176750
2018/2019,King's College,Rank or level below assistant professor,6,-Inf,95450,-Inf,-Inf,-Inf
2018/2019,Kwantlen Polytechnic University,All ranks combined (including deans),435,15,93575,93500,93500,93500
2018/2019,Kwantlen Polytechnic University,Females,216,9,93625,93500,93500,93500
2018/2019,Kwantlen Polytechnic University,Males,219,6,93525,93500,93500,93500
2018/2019,Kwantlen Polytechnic University,Other (not elsewhere classified),426,21,92975,93500,93500,93500
2018/2019,Lakehead University,All ranks combined (including deans),339,-Inf,137700,137500,104000,175775
2018/2019,Lakehead University,Assistant professor,78,-Inf,107925,108000,90700,120200
2018/2019,Lakehead University,Associate professor,138,-Inf,135500,134750,113350,160850
2018/2019,Lakehead University,Associate professor - With senior administrative duties,15,-Inf,143125,139500,127975,161300
2018/2019,Lakehead University,Associate professor - Without senior administrative duties,120,-Inf,134425,131700,112925,161200
2018/2019,Lakehead University,Females,117,-Inf,131050,127325,103625,163050
2018/2019,Lakehead University,Full professor,108,3,161500,160875,137650,187950
2018/2019,Lakehead University,Full professor - With senior administrative duties,21,3,161100,161850,139375,179900
2018/2019,Lakehead University,Full professor - Without senior administrative duties,87,-Inf,161600,160875,137025,188500
2018/2019,Lakehead University,Males,222,-Inf,141275,141300,104350,179175
2018/2019,Lakehead University,Rank or level below assistant professor,9,-Inf,101175,-Inf,-Inf,-Inf
2018/2019,Laurentian University,All ranks combined (including deans),357,12,147700,153650,106625,177400
2018/2019,Laurentian University,Assistant professor,78,-Inf,127125,128550,92175,159925
2018/2019,Laurentian University,Associate professor,135,9,148350,151575,125575,169550
2018/2019,Laurentian University,Associate professor - With senior administrative duties,24,-Inf,145375,140225,123225,171850
2018/2019,Laurentian University,Associate professor - Without senior administrative duties,108,6,149000,152600,125975,169600
2018/2019,Laurentian University,Females,144,6,140975,141375,101450,173150
2018/2019,Laurentian University,Full professor,108,6,170925,172125,149650,186800
2018/2019,Laurentian University,Full professor - With senior administrative duties,9,-Inf,172225,175525,146175,201650
2018/2019,Laurentian University,Full professor - Without senior administrative duties,99,-Inf,170800,172125,149650,186825
2018/2019,Laurentian University,Males,216,6,152150,157075,108575,181550
2018/2019,Laurentian University,Rank or level below assistant professor,33,-Inf,111875,108175,90625,137350
2018/2019,McGill University - Excluding medical and dental,All ranks combined (including deans),1329,18,137750,132475,88075,194075
2018/2019,McGill University - Excluding medical and dental,Assistant professor,273,9,110350,101700,84000,163675
2018/2019,McGill University - Excluding medical and dental,Associate professor,522,6,134975,128950,107775,163875
2018/2019,McGill University - Excluding medical and dental,Associate professor - With senior administrative duties,78,-Inf,153750,140300,119525,227575
2018/2019,McGill University - Excluding medical and dental,Associate professor - Without senior administrative duties,447,6,131725,127150,106875,156000
2018/2019,McGill University - Excluding medical and dental,Females,519,3,125200,117825,81300,176875
2018/2019,McGill University - Excluding medical and dental,Full professor,387,9,174525,169000,141200,214025
2018/2019,McGill University - Excluding medical and dental,Full professor - With senior administrative duties,57,9,194175,182750,156775,246575
2018/2019,McGill University - Excluding medical and dental,Full professor - Without senior administrative duties,330,-Inf,171125,166600,140575,207800
2018/2019,McGill University - Excluding medical and dental,Males,810,15,145800,140450,98725,199950
2018/2019,McGill University - Excluding medical and dental,Rank or level below assistant professor,138,-Inf,91750,83925,60025,136075
2018/2019,McGill University - Excluding medical and dental,Visiting Staff,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,McGill University - Including medical and dental,All ranks combined (including deans),1917,24,141825,134975,90750,198425
2018/2019,McGill University - Including medical and dental,Assistant professor,378,9,107400,101175,83900,130575
2018/2019,McGill University - Including medical and dental,Associate professor,693,12,133800,128950,107675,160825
2018/2019,McGill University - Including medical and dental,Associate professor - With senior administrative duties,99,-Inf,152050,141025,119475,219375
2018/2019,McGill University - Including medical and dental,Associate professor - Without senior administrative duties,591,9,130700,126825,106850,153650
2018/2019,McGill University - Including medical and dental,Females,696,6,129375,122350,83400,183275
2018/2019,McGill University - Including medical and dental,Full professor,699,15,176600,169550,136900,224400
2018/2019,McGill University - Including medical and dental,Full professor - With senior administrative duties,129,12,205325,188525,154150,266500
2018/2019,McGill University - Including medical and dental,Full professor - Without senior administrative duties,570,3,170100,165750,134850,207175
2018/2019,McGill University - Including medical and dental,Males,1221,18,148925,143000,99125,204350
2018/2019,McGill University - Including medical and dental,Rank or level below assistant professor,138,-Inf,91750,83925,60025,136075
2018/2019,McGill University - Including medical and dental,Visiting Staff,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,McMaster University - Excluding medical and dental,All ranks combined (including deans),693,51,162225,168000,98050,209975
2018/2019,McMaster University - Excluding medical and dental,Assistant professor,189,-Inf,111425,110000,73700,148275
2018/2019,McMaster University - Excluding medical and dental,Associate professor,204,18,160225,158950,126300,194350
2018/2019,McMaster University - Excluding medical and dental,Associate professor - With senior administrative duties,30,-Inf,188625,188325,159200,222025
2018/2019,McMaster University - Excluding medical and dental,Associate professor - Without senior administrative duties,174,18,155300,155775,125625,184675
2018/2019,McMaster University - Excluding medical and dental,Females,243,18,146650,148775,84000,200075
2018/2019,McMaster University - Excluding medical and dental,Full professor,285,39,195250,190675,169325,223500
2018/2019,McMaster University - Excluding medical and dental,Full professor - With senior administrative duties,51,15,204550,201150,187025,230175
2018/2019,McMaster University - Excluding medical and dental,Full professor - Without senior administrative duties,237,27,193325,188150,167250,220425
2018/2019,McMaster University - Excluding medical and dental,Males,450,33,170600,178950,108100,213300
2018/2019,McMaster University - Excluding medical and dental,Rank or level below assistant professor,6,-Inf,131250,-Inf,-Inf,-Inf
2018/2019,McMaster University - Including medical and dental,All ranks combined (including deans),792,57,162650,168800,97300,210075
2018/2019,McMaster University - Including medical and dental,Assistant professor,231,3,113300,112100,73700,152425
2018/2019,McMaster University - Including medical and dental,Associate professor,216,18,159575,158500,126500,194150
2018/2019,McMaster University - Including medical and dental,Associate professor - With senior administrative duties,30,-Inf,188275,187975,159425,220875
2018/2019,McMaster University - Including medical and dental,Associate professor - Without senior administrative duties,186,18,154750,155200,125675,183925
2018/2019,McMaster University - Including medical and dental,Females,297,21,148025,149625,84000,199000
2018/2019,McMaster University - Including medical and dental,Full professor,330,45,196500,191375,170875,224275
2018/2019,McMaster University - Including medical and dental,Full professor - With senior administrative duties,54,15,206150,202075,187275,237400
2018/2019,McMaster University - Including medical and dental,Full professor - Without senior administrative duties,276,30,194575,188350,167800,220475
2018/2019,McMaster University - Including medical and dental,Males,495,36,171450,179150,107550,214825
2018/2019,McMaster University - Including medical and dental,Rank or level below assistant professor,6,-Inf,131250,-Inf,-Inf,-Inf
2018/2019,Memorial University of Newfoundland - Excluding medical and dental,All ranks combined (including deans),744,15,126600,123475,91350,164175
2018/2019,Memorial University of Newfoundland - Excluding medical and dental,Assistant professor,162,6,99575,97775,89200,112775
2018/2019,Memorial University of Newfoundland - Excluding medical and dental,Associate professor,303,9,124200,121325,106350,144900
2018/2019,Memorial University of Newfoundland - Excluding medical and dental,Associate professor - With senior administrative duties,42,-Inf,133375,132400,115800,149250
2018/2019,Memorial University of Newfoundland - Excluding medical and dental,Associate professor - Without senior administrative duties,261,6,122750,119200,106350,142750
2018/2019,Memorial University of Newfoundland - Excluding medical and dental,Females,306,9,120125,117050,89200,156350
2018/2019,Memorial University of Newfoundland - Excluding medical and dental,Full professor,231,12,152950,151325,125625,177025
2018/2019,Memorial University of Newfoundland - Excluding medical and dental,Full professor - With senior administrative duties,30,9,157850,158175,134700,184200
2018/2019,Memorial University of Newfoundland - Excluding medical and dental,Full professor - Without senior administrative duties,198,-Inf,152225,151325,125625,177025
2018/2019,Memorial University of Newfoundland - Excluding medical and dental,Males,438,6,131100,129900,93475,170600
2018/2019,Memorial University of Newfoundland - Excluding medical and dental,Rank or level below assistant professor,33,-Inf,79500,78500,77425,86000
2018/2019,Memorial University of Newfoundland - Including medical and dental,All ranks combined (including deans),1002,18,126100,121325,93475,162025
2018/2019,Memorial University of Newfoundland - Including medical and dental,Assistant professor,240,6,100275,99900,89200,110525
2018/2019,Memorial University of Newfoundland - Including medical and dental,Associate professor,429,9,123900,119200,108475,142750
2018/2019,Memorial University of Newfoundland - Including medical and dental,Associate professor - With senior administrative duties,69,-Inf,131075,130800,115800,148750
2018/2019,Memorial University of Newfoundland - Including medical and dental,Associate professor - Without senior administrative duties,360,6,122525,117475,108475,142750
2018/2019,Memorial University of Newfoundland - Including medical and dental,Females,420,12,120300,114900,91350,154950
2018/2019,Memorial University of Newfoundland - Including medical and dental,Full professor,285,9,153975,153450,129900,177025
2018/2019,Memorial University of Newfoundland - Including medical and dental,Full professor - With senior administrative duties,42,12,160275,158975,139000,186225
2018/2019,Memorial University of Newfoundland - Including medical and dental,Full professor - Without senior administrative duties,243,-Inf,152950,151325,127750,174875
2018/2019,Memorial University of Newfoundland - Including medical and dental,Males,585,6,130300,127750,97775,168450
2018/2019,Memorial University of Newfoundland - Including medical and dental,Rank or level below assistant professor,36,-Inf,79850,78500,77625,87925
2018/2019,Mount Allison University,All ranks combined (including deans),129,-Inf,126150,131425,86875,156875
2018/2019,Mount Allison University,Assistant professor,21,-Inf,89275,86875,77325,114225
2018/2019,Mount Allison University,Associate professor,66,-Inf,123925,125050,102775,140975
2018/2019,Mount Allison University,Associate professor - With senior administrative duties,12,-Inf,123825,128250,102150,140975
2018/2019,Mount Allison University,Associate professor - Without senior administrative duties,54,-Inf,123950,125050,102775,140975
2018/2019,Mount Allison University,Females,60,-Inf,121375,125050,86875,156875
2018/2019,Mount Allison University,Full professor,39,-Inf,148225,153700,131425,156875
2018/2019,Mount Allison University,Full professor - With senior administrative duties,6,-Inf,148125,-Inf,-Inf,-Inf
2018/2019,Mount Allison University,Full professor - Without senior administrative duties,33,-Inf,148250,156875,126325,156875
2018/2019,Mount Allison University,Males,72,-Inf,130175,140975,96725,156875
2018/2019,Mount Allison University,Rank or level below assistant professor,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Mount Royal University,All ranks combined (including deans),348,6,123000,123975,98775,143725
2018/2019,Mount Royal University,Assistant professor,57,-Inf,98450,98775,86750,109950
2018/2019,Mount Royal University,Associate professor,252,9,123600,123975,108875,135675
2018/2019,Mount Royal University,Associate professor - With senior administrative duties,27,-Inf,133225,136300,117475,143725
2018/2019,Mount Royal University,Associate professor - Without senior administrative duties,225,6,122400,123975,108875,132300
2018/2019,Mount Royal University,Females,189,3,119250,120000,98450,135675
2018/2019,Mount Royal University,Full professor,39,-Inf,149650,154025,124950,162400
2018/2019,Mount Royal University,Full professor - With senior administrative duties,6,-Inf,160400,-Inf,-Inf,-Inf
2018/2019,Mount Royal University,Full professor - Without senior administrative duties,33,-Inf,147575,154025,115575,162400
2018/2019,Mount Royal University,Males,162,-Inf,127375,128600,105400,155600
2018/2019,Mount Saint Vincent University,All ranks combined (including deans),129,-Inf,115200,120050,87000,144625
2018/2019,Mount Saint Vincent University,Assistant professor,39,-Inf,89050,88450,78250,96925
2018/2019,Mount Saint Vincent University,Associate professor,54,-Inf,115900,120050,103725,123725
2018/2019,Mount Saint Vincent University,Associate professor - With senior administrative duties,15,-Inf,119275,122050,108600,127125
2018/2019,Mount Saint Vincent University,Associate professor - Without senior administrative duties,39,-Inf,114575,120050,102275,120475
2018/2019,Mount Saint Vincent University,Females,78,-Inf,113425,120050,81150,144625
2018/2019,Mount Saint Vincent University,Full professor,39,-Inf,139725,142150,127125,147075
2018/2019,Mount Saint Vincent University,Full professor - With senior administrative duties,9,-Inf,141900,-Inf,-Inf,-Inf
2018/2019,Mount Saint Vincent University,Full professor - Without senior administrative duties,30,-Inf,139175,141700,127725,144625
2018/2019,Mount Saint Vincent University,Males,54,-Inf,117775,120050,92825,144625
2018/2019,Nipissing University,All ranks combined (including deans),177,-Inf,125300,123175,99250,149975
2018/2019,Nipissing University,Assistant professor,45,-Inf,103500,105025,87725,111275
2018/2019,Nipissing University,Associate professor,81,-Inf,125975,126175,111000,139000
2018/2019,Nipissing University,Associate professor - With senior administrative duties,15,-Inf,130000,129250,115175,147100
2018/2019,Nipissing University,Associate professor - Without senior administrative duties,66,-Inf,125050,124625,110775,139000
2018/2019,Nipissing University,Females,72,-Inf,122000,123100,99250,144700
2018/2019,Nipissing University,Full professor,42,3,147350,145725,132200,168600
2018/2019,Nipissing University,Full professor - With senior administrative duties,9,3,146825,143500,137050,166550
2018/2019,Nipissing University,Full professor - Without senior administrative duties,33,-Inf,147500,145725,128425,168800
2018/2019,Nipissing University,Males,105,-Inf,127575,126925,100975,154775
2018/2019,Nipissing University,Rank or level below assistant professor,6,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Ontario College of Art and Design,All ranks combined (including deans),165,-Inf,107675,103400,85125,133375
2018/2019,Ontario College of Art and Design,Assistant professor,54,-Inf,89850,89600,82100,100850
2018/2019,Ontario College of Art and Design,Associate professor,63,-Inf,109800,108925,96500,120600
2018/2019,Ontario College of Art and Design,Associate professor - With senior administrative duties,15,-Inf,110825,104225,99825,133175
2018/2019,Ontario College of Art and Design,Associate professor - Without senior administrative duties,51,-Inf,109500,112350,96500,119950
2018/2019,Ontario College of Art and Design,Females,84,-Inf,105850,97875,83400,136150
2018/2019,Ontario College of Art and Design,Full professor,36,-Inf,128900,127175,120575,139025
2018/2019,Ontario College of Art and Design,Full professor - With senior administrative duties,9,-Inf,137050,-Inf,-Inf,-Inf
2018/2019,Ontario College of Art and Design,Full professor - Without senior administrative duties,30,-Inf,126925,126825,120625,134425
2018/2019,Ontario College of Art and Design,Males,81,-Inf,109600,108925,85475,132275
2018/2019,Ontario College of Art and Design,Rank or level below assistant professor,6,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Polytechnique Montréal,All ranks combined (including deans),258,-Inf,152175,155250,107475,182250
2018/2019,Polytechnique Montréal,Assistant professor,36,-Inf,119725,123450,108000,126325
2018/2019,Polytechnique Montréal,Associate professor,57,-Inf,145300,143975,133775,156800
2018/2019,Polytechnique Montréal,Associate professor - With senior administrative duties,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Polytechnique Montréal,Associate professor - Without senior administrative duties,57,-Inf,144600,143975,133450,156800
2018/2019,Polytechnique Montréal,Females,36,-Inf,143075,143975,99825,182250
2018/2019,Polytechnique Montréal,Full professor,135,-Inf,175825,182250,153050,191150
2018/2019,Polytechnique Montréal,Full professor - With senior administrative duties,30,-Inf,189175,188825,169725,202275
2018/2019,Polytechnique Montréal,Full professor - Without senior administrative duties,105,-Inf,172175,180150,150975,182250
2018/2019,Polytechnique Montréal,Males,219,-Inf,153700,156800,112800,182250
2018/2019,Polytechnique Montréal,Other (not elsewhere classified),-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Polytechnique Montréal,Rank or level below assistant professor,30,-Inf,98425,101700,72175,129925
2018/2019,Polytechnique Montréal,Visiting Staff,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Queen's University - Excluding medical and dental,All ranks combined (including deans),714,-Inf,163125,160875,126350,197150
2018/2019,Queen's University - Excluding medical and dental,Assistant professor,147,-Inf,133925,129475,114875,164575
2018/2019,Queen's University - Excluding medical and dental,Associate professor,231,3,156775,152100,133825,179775
2018/2019,Queen's University - Excluding medical and dental,Associate professor - With senior administrative duties,18,-Inf,187100,169225,144775,287325
2018/2019,Queen's University - Excluding medical and dental,Associate professor - Without senior administrative duties,216,-Inf,154375,151725,133650,177800
2018/2019,Queen's University - Excluding medical and dental,Females,276,-Inf,154775,152875,119925,184850
2018/2019,Queen's University - Excluding medical and dental,Full professor,321,12,177775,173150,153725,203175
2018/2019,Queen's University - Excluding medical and dental,Full professor - With senior administrative duties,42,9,195200,184475,169350,250625
2018/2019,Queen's University - Excluding medical and dental,Full professor - Without senior administrative duties,276,-Inf,175000,171425,152875,198900
2018/2019,Queen's University - Excluding medical and dental,Males,435,-Inf,168575,166550,132500,202950
2018/2019,Queen's University - Excluding medical and dental,Rank or level below assistant professor,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Queen's University - Excluding medical and dental,Sex unknown/other,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Queen's University - Including medical and dental,All ranks combined (including deans),789,-Inf,163575,161100,128000,198250
2018/2019,Queen's University - Including medical and dental,Assistant professor,156,-Inf,133975,130000,114575,163875
2018/2019,Queen's University - Including medical and dental,Associate professor,252,3,156300,151925,135300,178275
2018/2019,Queen's University - Including medical and dental,Associate professor - With senior administrative duties,18,-Inf,185775,166425,144950,281225
2018/2019,Queen's University - Including medical and dental,Associate professor - Without senior administrative duties,237,-Inf,154050,151575,133900,174775
2018/2019,Queen's University - Including medical and dental,Females,297,-Inf,154875,152875,120000,184750
2018/2019,Queen's University - Including medical and dental,Full professor,369,12,178000,172925,154025,203675
2018/2019,Queen's University - Including medical and dental,Full professor - With senior administrative duties,48,9,196900,185000,169350,252550
2018/2019,Queen's University - Including medical and dental,Full professor - Without senior administrative duties,318,-Inf,175025,171225,153000,200075
2018/2019,Queen's University - Including medical and dental,Males,492,-Inf,168925,166650,134450,203200
2018/2019,Queen's University - Including medical and dental,Rank or level below assistant professor,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Queen's University - Including medical and dental,Sex unknown/other,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Ryerson University,All ranks combined (including deans),1089,30,143050,150600,81550,198350
2018/2019,Ryerson University,Assistant professor,141,9,111975,106800,94150,139050
2018/2019,Ryerson University,Associate professor,414,15,157900,159000,130100,183925
2018/2019,Ryerson University,Associate professor - With senior administrative duties,45,-Inf,181350,183250,158475,210050
2018/2019,Ryerson University,Associate professor - Without senior administrative duties,369,12,155050,155950,129150,178750
2018/2019,Ryerson University,Females,504,18,136200,142725,76175,191025
2018/2019,Ryerson University,Full professor,273,12,190300,189800,166575,213825
2018/2019,Ryerson University,Full professor - With senior administrative duties,27,6,202925,199900,184800,225550
2018/2019,Ryerson University,Full professor - Without senior administrative duties,246,6,188800,187400,165325,212350
2018/2019,Ryerson University,Males,585,12,148975,159400,83375,204750
2018/2019,Ryerson University,Other (not elsewhere classified),201,-Inf,77900,77725,56125,102400
2018/2019,Ryerson University,Rank or level below assistant professor,51,-Inf,97400,97100,88200,105875
2018/2019,Saint Mary's University,All ranks combined (including deans),255,9,122600,123050,88250,154175
2018/2019,Saint Mary's University,Assistant professor,57,-Inf,99175,92875,78475,129900
2018/2019,Saint Mary's University,Associate professor,93,6,119150,119725,98675,145025
2018/2019,Saint Mary's University,Associate professor - With senior administrative duties,21,-Inf,120100,122825,97675,148650
2018/2019,Saint Mary's University,Associate professor - Without senior administrative duties,72,6,118875,119450,98675,143300
